target,user,text,cleaned_text
4,jenciTN,@ChrisCuomo DO NOT DO IT  I've seen enough  movies to &quot;know&quot; that something terrible will happen... LOL,do not do it ive seen enough movies to &quotknow&quot that something terrible will happen lol
0,gabbyirl,Crap gotta do history when i get home ,crap gotta do history when i get home
0,DazzlemeSpunk,i ate too much ,i ate too much
0,ch0wtime,"Hello, Charlotte's family member. Why did you bite me in the face? ",hello charlottes family member why did you bite me in the face
0,cmcintos,At the gym for the first time this week!!! ,at the gym for the first time this week
0,jharp49,Another long day. Some days nothing goes right. Today was one of those days. Listening to Miley's &quot;Goodbye&quot; song.  It is so true.,another long day some days nothing goes right today was one of those days listening to mileys &quotgoodbye&quot song it is so true
0,GreekGRITS,"@jeffieruth OMG, POOR Jack.  That happened to @jisbellemtp 's dog one time. Hope he gets better soon. ",omg poor jack that happened to s dog one time hope he gets better soon
0,beausharease,sims 3 is cool...but  i have so many families on sims 2  ,sims is coolbut i have so many families on sims
4,MrSaints,"@Kirasin, @Jvlhz Lol, welcome to Twitter guys ", lol welcome to twitter guys
0,netseng,"Back to Devosis after Dr. visit, they took my blood  #fb",back to devosis after dr visit they took my blood
4,stayupxgetdown,@JackAllTimeLow dude. that's sweet. ,dude thats sweet
0,rainwood,"@hobbinator I&quot;ll totally keep you posted honey. He's on IVs, they're doing bloodwork and probably pumping his tummy/giving meds. ",i&quotll totally keep you posted honey hes on ivs theyre doing bloodwork and probably pumping his tummy giving meds
4,Live_Die_Bleed,Watching George Lopez.  Fuck yea!!,watching george lopez fuck yea
4,Foxydivax,Not happy coz someone just crashed into my car hoping the hire car is a convertible 2 or b suing for sunshine &amp; street cred deprivation ,not happy coz someone just crashed into my car hoping the hire car is a convertible or b suing for sunshine &amp street cred deprivation
0,ashleighplinck,headed back to Chicago ,headed back to chicago
0,littlechanges,"Tonight I wonder if Yahoo! realizes when they send those FATHER DAY reminders out, what about us who don't have a dad anymore? ",tonight i wonder if yahoo realizes when they send those father day reminders out what about us who dont have a dad anymore
4,miss_mel_b,@DanMerriweather Any plans for touring in Aus soon??  Perth especially ,any plans for touring in aus soon perth especially
4,NovaWildstar,@CherryBear hehe are we all. Will have your first draft list to you by the end of the day ,hehe are we all will have your first draft list to you by the end of the day
4,BB_Z,I'm on my way to Disneyland. It's definitely the happiest place on earth. ,im on my way to disneyland its definitely the happiest place on earth
4,raquelaberakiki,@meiko911 yup because when they're drunk they're brave enough to say the truth!! ,yup because when theyre drunk theyre brave enough to say the truth
4,torierskine,@stgemma nope... but no qualms  xx,nope but no qualms xx
0,JoAnnyPants,i didnt wake up early enuff for my work out  stupid me...now im gonna be at wrk alll day no workout no energy  saddness.,i didnt wake up early enuff for my work out stupid menow im gonna be at wrk alll day no workout no energy saddness
4,erialccasasanta,@thedanishcarrot that was simply amazing ,that was simply amazing
0,leenkwan,"Off to accompany the bf for a short lunch before he heads to work. Then, it's housekeeping sesh for me ",off to accompany the bf for a short lunch before he heads to work then its housekeeping sesh for me
4,ChennyPW,is excited about her outing tomorrow with nadia babbyy ,is excited about her outing tomorrow with nadia babbyy
0,Karmenyl,my heart goes out to all passengers of Air France 447  and their families..GOD grant them peace and comfort in Jesus name Amen,my heart goes out to all passengers of air france and their familiesgod grant them peace and comfort in jesus name amen
0,NUTillyELLA,@Rhi133 nope ,nope
0,shayimani,sigh...Man...I have to have surgery next week. WTF. I'm not happy ,sighmani have to have surgery next week wtf im not happy
0,chelseatatum,Rain? Really? But it was so nice yesterday and I didn't bring a jacket ,rain really but it was so nice yesterday and i didnt bring a jacket
0,susanlam,"ew, those chicken nuggets weren't satisfying. they were cold and my fries were super hard... not even crispy ",ew those chicken nuggets werent satisfying they were cold and my fries were super hard not even crispy
0,adridomenzain,"@marifontes awwwww i know, its kinda saw, but i know they are not comming  but oh well, lifes go on and on ;)",awwwww i know its kinda saw but i know they are not comming but oh well lifes go on and on
4,Ashaii,"Awww but wait @MzLeigh ill be missing you too much bcuz I love you, your my girl. But hey ill always make time for you! I PROMISE ",awww but wait ill be missing you too much bcuz i love you your my girl but hey ill always make time for you i promise
4,beppaKILLS,Hell yess! Predator is coming back tomorrow. ,hell yess predator is coming back tomorrow
0,wilddewjustice,We're all up early ,were all up early
4,dolbszzz32,"Ohayo Gozaimasu-Good Morning-Magandang Umaga. 3 Different words of saying good morning, Japanese-English and Tagalog. Smiles! ",ohayo gozaimasu good morning magandang umaga different words of saying good morning japanese english and tagalog smiles
4,sswayze, xo - I want to remind me -  ? http://blip.fm/~7d9p7,xo   i want to remind me   
0,marcosc,Hmm... seems that I didn't receive the &quot;Monday is a public holiday in Norway&quot; memo ,hmm seems that i didnt receive the &quotmonday is a public holiday in norway&quot memo
4,noashalev,@Tiinazz haha i put it ontop  it was heaven! nxt time ill try in between the layers,haha i put it ontop it was heaven nxt time ill try in between the layers
4,bethanyactually,"@mastersunshine You're welcome, of course! ",youre welcome of course
4,UrbanxoJONAS,Yeah kinda need to step it up in school. Let's do this ,yeah kinda need to step it up in school lets do this
4,jawadshuaib,#nextMEDIA cocktail reception party starting at 17:00 - see you all there ,cocktail reception party starting at 00   see you all there
0,haileypicklez,I have a cut on my foot and it hurts really bad ,i have a cut on my foot and it hurts really bad
0,Galiiit,@tasshh awww  it was amazing &lt;3 But i guess you know that haha. But when I tried getting pics after the show everyone was pushing thm away,awww it was amazing &lt3 but i guess you know that haha but when i tried getting pics after the show everyone was pushing thm away
4,KinFOXY,Playing DDR with the qu33rs!     Kicking booty!,playing ddr with the qu33rs kicking booty
4,saralately,on my campus ,on my campus
0,tabascogarden,"Still whining about my cold, which is not settled into my lungs. What a pain, especially on such a beautiful day. ",still whining about my cold which is not settled into my lungs what a pain especially on such a beautiful day
4,afovea,@yaili i'll be there  Take it you're going?,ill be there take it youre going
4,alert_bri,"@Photo360 Bummer - hope they save you a vol-au-vent  Seriously, have a great trip...",bummer   hope they save you a vol au vent seriously have a great trip
0,dungiis,Airbus A330 của Air France rơi vào hố đen vũ trụ rồi ,airbus a330 ca air france ri vo h en v tr ri
4,Baby_Jasmina,@DonnieWahlberg ONLY WHEN WE KNOW WHERE WE COME FROM CAN WE DEFINE WHO WE ARE WHICH WILL GUIDE US TO WHERE WE ARE HEADED TOO ,only when we know where we come from can we define who we are which will guide us to where we are headed too
4,blobbyxl,@werwatchingu OK I guess I'll see you guys later good night ,ok i guess ill see you guys later good night
0,gaugestation,Done Broadcasting for the night. ,done broadcasting for the night
0,Zzsara,"at home alone, it feels empty ",at home alone it feels empty
0,verolovesu,"worried about my dad , just went to hospital ",worried about my dad  just went to hospital
4,lisa617,@818pm That's awesome. I try to use as many English idioms as possible while IM'ing my British co-workers in our London office. ,thats awesome i try to use as many english idioms as possible while iming my british co workers in our london office
4,breebehave,ahh  i wish i could repeat last night. it was soo much fun  i dont wanna go to school tomorrow ughh lol,ahh i wish i could repeat last night it was soo much fun i dont wanna go to school tomorrow ughh lol
4,Mediamum,@egrommet Awesome! Thanks heaps. Will check it out. ,awesome thanks heaps will check it out
0,cyberiagirl,@kbeilz arvo. Website says go to the help desk on day. But my dad has come to Sydney suddenly. Maybe I should hang with him. Don't know! ,arvo website says go to the help desk on day but my dad has come to sydney suddenly maybe i should hang with him dont know
0,cupcakethecat,@robinsvegas lmao that's a popular website.  Hang in there girl. ,lmao thats a popular website hang in there girl
4,wanderingfound,"@lissalatte Thanks for pointing out the typo, it's fixed now!  And lolol I use the same format for all headers, and I forgot to delete...",thanks for pointing out the typo its fixed now and lolol i use the same format for all headers and i forgot to delete
4,loris_sl,Do you know that using twittelator for iPhone you can post by Safari?  #twittelator,do you know that using twittelator for iphone you can post by safari
4,yukaching,I'm back  And I'm soaked. Ha! I loooveee the rain ,im back and im soaked ha i loooveee the rain
4,_MaddestHatter,"...also, got a tie-dye sweatshirt, a bracelette, a necklace, and ... I think that's it. ",also got a tie dye sweatshirt a bracelette a necklace and  i think thats it
0,purplecnk,@wtcc everything is going to be okay... its only one more day  #b0xxy,everything is going to be okay its only one more day
0,Generation94,@DawnRichard I got &quot;Would You Mind&quot; but you'd have to wait until like monday for me to get it cause my laptops down ,i got &quotwould you mind&quot but youd have to wait until like monday for me to get it cause my laptops down
0,steenbergen,"Had a great time yesterday spinnin' at Nightmare and hangin' out at Parkzicht for my bookrelease. Tired now, but got deadlines tomorrow ",had a great time yesterday spinnin at nightmare and hangin out at parkzicht for my bookrelease tired now but got deadlines tomorrow
0,stephenknight,Yep nice and real   Irony is we are moving back to the states next Friday - but today I will be moving all of our valuables to a hotel,yep nice and real irony is we are moving back to the states next friday   but today i will be moving all of our valuables to a hotel
4,MarcusPatrick,Morning!!! Its another Super day in Paradise. Hope you all have an outstanding day ,morning its another super day in paradise hope you all have an outstanding day
0,littlefroggypie,@paudevera i feel so sad sometimes.... its kinda hard to fit in ,i feel so sad sometimes its kinda hard to fit in
0,GadgetGeek82,"I'm sleepy, but I can't sleep...my back is still killing me. I feel old ",im sleepy but i cant sleepmy back is still killing me i feel old
4,SunshineBoat,"@MadameSoybean Makes me SO glad we got married how we did! No fuss, no muss, &amp; then onto living in our marriage! ",makes me so glad we got married how we did no fuss no muss &amp then onto living in our marriage
4,GraduKait,"I've become the box biotch again... it doesn't bother me, I like box over concession, but usher is nice too ",ive become the box biotch again it doesnt bother me i like box over concession but usher is nice too
4,lovelylivxo,is with mummy finding oxfam clothes. ew. wearing a silly hat and silly glasses.  i feel like tramp. )))) x,is with mummy finding oxfam clothes ew wearing a silly hat and silly glasses i feel like tramp  x
0,Parizad,Warning - caps incoming.  BACON AND ONION CROISSAINTS ARE AN ABOMINATION TO MANKIND!  Truly. ,warning   caps incoming bacon and onion croissaints are an abomination to mankind truly
0,island_boy91,@itslikesovonni @LuvAmaru279 @swag_so_sick @joeybahamas  i still love this kid ya know ,i still love this kid ya know
0,pixchick,"So, I'm really NOT a snob!  I just never got them!  ",so im really not a snob i just never got them
0,TadRocks48,this too shall pass... this too shall pass... this too shall pass....  aaaaaah its not working  ,this too shall pass this too shall pass this too shall pass aaaaaah its not working
4,ruships,"@animesh1988 from you? Hmm id guess about 3 a day, for every day from the Christmas of 1975 ",from you hmm id guess about a day for every day from the christmas of
0,yuyuwii,at home saturday night fiending to go to the afterball and town but broke  ahhhhh...,at home saturday night fiending to go to the afterball and town but broke ahhhhh
0,psychodwarf,@eastermoon ooooooooooooh now that's different  ,ooooooooooooh now thats different
4,veromcfly,@dancer4lifex agreed  and what's your summer project?,agreed and whats your summer project
0,sleeveboy,@Ainsley_K not finishing til late n gotta work on them wedding pics when I finish  what night is good for you this week?,not finishing til late n gotta work on them wedding pics when i finish what night is good for you this week
4,amypalko,@jonwoodward @leawoodward Wow - sounds exciting! Sending you both lots of positive vibes for your future plans ,wow   sounds exciting sending you both lots of positive vibes for your future plans
0,MartinaFanatic,Too bad we forgot Val's hat!! ,too bad we forgot vals hat
4,Pepperfire,@josephbrady Beautiful! Art Garfunkel is a true minstrel. And Paul's voice moves me endlessly. ,beautiful art garfunkel is a true minstrel and pauls voice moves me endlessly
4,MileyRayCyrus93,http://twitpic.com/6bq5u - Ashley in Germany  ,  ashley in germany
0,cgblog,No RSS love in Coast Guards new Outlook 2007  http://bit.ly/PQwm,no rss love in coast guards new outlook
0,juhclaro,Good Charlotte said they like McFLY; is half their fanbase gonna cry? ♪ | que saudade de SOD ,good charlotte said they like mcfly is half their fanbase gonna cry  que saudade de sod
0,SexyMaMaD,Pretty upset that I have to go to church alone today.  I'm pretty upset period.,pretty upset that i have to go to church alone today im pretty upset period
0,sarahchapman82,hungry and not sure what to have for lunch coz i forgot to make sandwiches this am - canteen food not usually favourable ,hungry and not sure what to have for lunch coz i forgot to make sandwiches this am   canteen food not usually favourable
0,steveorrell,@missmass oh noes! It will be all gnotty and gnarly too ,oh noes it will be all gnotty and gnarly too
4,barkefellers,@PawPrintsPet we were discussing dogs in weddings! ,we were discussing dogs in weddings
0,AffiliateMom,#Tallahassee Carlos' Cuban Cafe is closing Friday  This is the second area restaurant I've seen close since I started using Twitter.,carlos cuban cafe is closing friday this is the second area restaurant ive seen close since i started using twitter
4,Roositje,"Just done with watching the movie Monsters vs Aliens,, or is it Aliens vs Monsters? Anywayz great movie! ",just done with watching the movie monsters vs aliens or is it aliens vs monsters anywayz great movie
0,LANBANxx,"Work until 4  slowest day ever, no one is grocery shopping.",work until slowest day ever no one is grocery shopping
0,Pezray,Is getting ready for a long day at work ,is getting ready for a long day at work
4,Mrs_NickJ07,@iLoveNickJ4LIFE how older than you is she? ,how older than you is she
4,frankie_e,@choliebairns you're so welcome  and - OMGOMGOMG where?! How did you go finding tix to the screening on the 18th...?,youre so welcome and   omgomgomg where how did you go finding tix to the screening on the th
4,rodough,lovely day. except the heat was so icky. but i love being with meesh and being a flirt with the guy at noah's  AND IRELAND WOOOO,lovely day except the heat was so icky but i love being with meesh and being a flirt with the guy at noahs and ireland woooo
0,_Greyson_Rose_,@10TheDoctor10 ooc: I love that video of rose and the doc. ,ooc i love that video of rose and the doc
0,reeenie,Dropping off Pookster makes me a higher level of sad than just regular sad. *sniffles*  is it june yet?!,dropping off pookster makes me a higher level of sad than just regular sad *sniffles* is it june yet
4,weatherangel,@sirkyle hahhahha that was funny ,hahhahha that was funny
0,KankiKnight,"@JeromeSadou I've tried Carnival, Y's Ueno, Juice Kanda, Asazo, Blue Lug - none had the Nitto bars I want. ",ive tried carnival ys ueno juice kanda asazo blue lug   none had the nitto bars i want
0,Nusretnina,@sampan22 Hmm...well i have my spies out there who will be investigating his disappearance..Lol.. I just miss him   Kate is gonna have FUN,hmmwell i have my spies out there who will be investigating his disappearancelol i just miss him kate is gonna have fun
0,annandvirk,@lashleyrich Why didn't you say hi? We coulda talked. ,why didnt you say hi we coulda talked
0,blaskey23,Sitting in the gator again waiting for the van- i have a sore throat. HOW THRILLING!  :]&lt;33 xoxo&lt;3,sitting in the gator again waiting for the van  i have a sore throat how thrilling &lt33 xoxo&lt3
0,davidcushman,@SkydiveMacca same here. Guess it'll have to be shopping and hair cut ,same here guess itll have to be shopping and hair cut
0,DeannaMonachino,"Going to sleep, really tired, had a lonngggg day ugh, school tomorrow ",going to sleep really tired had a lonngggg day ugh school tomorrow
0,Jacinta716,@ludovicah i was just gonna suggest that...bummer ,i was just gonna suggest thatbummer
0,TAnetts,hates History and politics revision ,hates history and politics revision
4,jasmin121992,"listening to the phantom of the opera soundtrack. now that i have seen it, i am quite obsessed. ",listening to the phantom of the opera soundtrack now that i have seen it i am quite obsessed
0,DhineshPradhan,Happy fathers day to all dads especially my own Appa!! He is in India now so can only celebrate tomorrow.   But he still rocks!!!!,happy fathers day to all dads especially my own appa he is in india now so can only celebrate tomorrow but he still rocks
0,evilseawitch93,Prom night sucked ,prom night sucked
0,care42,@mturner82 true. makes it difficult to eat though. ,true makes it difficult to eat though
4,rachellpachell,&quot;We loved with a love that was more than love.&quot; Four fourteen oh nine ,&quotwe loved with a love that was more than love&quot four fourteen oh nine
0,SingNTenor,Being bored ,being bored
0,debbieseraphina,help me forget 8th april &amp; 13th july! ,help me forget th april &amp th july
0,Wirecell,had a little surprise kiss from an unexpected friend. Am going to to hell because it's my friends ex bf as well  i'm going to hell,had a little surprise kiss from an unexpected friend am going to to hell because its my friends ex bf as well im going to hell
4,echodad,@scalamanderr I have sent you a direct reply giving details. ,i have sent you a direct reply giving details
4,businari,"@LisaMonetMusic So...it's what my heart desires for you in the show tomorrow...may the Light of Nature surround you, your heart and soul. ",soits what my heart desires for you in the show tomorrowmay the light of nature surround you your heart and soul
4,AshleeKayy,Time for the Wings ,time for the wings
4,tan1337,@geekoo there is a magical &quot;mark as read&quot; button ,there is a magical &quotmark as read&quot button
4,wigglewarily,"@danoxster it's a super cozy hole, I'm in it right now. ",its a super cozy hole im in it right now
0,ameetaks,up way too early for my own good on a Sunday and off to school to work on a group presentation. ,up way too early for my own good on a sunday and off to school to work on a group presentation
0,JasonChise,Not at the concert in chesterfield..  RED OWES US!,not at the concert in chesterfield red owes us
4,ramses113,@CTaquechel17 what's the fun in that??? ,whats the fun in that
4,gordon_martin,"@dsmpublishing time marches on even for friends, Sam ",time marches on even for friends sam
4,JAluv36,"@JKsNaughtygirl It was freaking awesome!  Sorry for delay, just getting used to this thing!  ",it was freaking awesome sorry for delay just getting used to this thing
0,TSFMarketingPR,gotta take my mac to the apple store today &amp; get it fixed. ,gotta take my mac to the apple store today &amp get it fixed
4,CathPrdDaughter,"@prolifejoan Thank you, I've had some great responses. One of them is a homeschooling product. ",thank you ive had some great responses one of them is a homeschooling product
0,nicolelucero,"Can you say PARKING LOT! Not moving, I'm in park! Ugh! I just want my bed ",can you say parking lot not moving im in park ugh i just want my bed
0,exortabreedoll,on the way to my house now. fun times over ,on the way to my house now fun times over
0,mariasaidwhaat,@davidyassai I MISS YOU  hows cooking mamaaa,i miss you hows cooking mamaaa
0,erinmagyar,My stupid car is broken down again ,my stupid car is broken down again
4,my1133,"Graphics was great, Gail didn't turn up woo! Get to go home now ",graphics was great gail didnt turn up woo get to go home now
4,Tessa_hechlik,Can't wait to get my laptop  and to go up north and be in the sun all day on the beach,cant wait to get my laptop and to go up north and be in the sun all day on the beach
4,rbuerckner,"@dirkjohnson Why thank you, I cannot wait to wear it ",why thank you i cannot wait to wear it
0,Yushimi,@Kardboard yea  ugh. I don't wanna move either because all my textbooks and noted are all out on the table. Sigh.,yea ugh i dont wanna move either because all my textbooks and noted are all out on the table sigh
0,stevey88,"@misswhiplash Cake! Was going to buy the hummingbird bakery book, but have been dissuaded by bad reviews ",cake was going to buy the hummingbird bakery book but have been dissuaded by bad reviews
0,missk28,"Fever so high this morning, I woke way to late for work ",fever so high this morning i woke way to late for work
4,jfuhr,@DLShell where is it?  Should we go there shopping tomorrow ,where is it should we go there shopping tomorrow
4,sassenach,@BookishlyFab that explains why I have at least a dozen unfinished projects scattered around my house  I just can't commit to one!,that explains why i have at least a dozen unfinished projects scattered around my house i just cant commit to one
0,punchdouble,@heyrai  hows the little one? or well not so little anymore I guess,hows the little one or well not so little anymore i guess
0,hollsh,@homoshiroi That's the story of my life. ,thats the story of my life
4,michaeledge,@Sheamus I didn't realise you had such great legs ,i didnt realise you had such great legs
4,brampitoyo,"@jakobo A mocha at 12:30am? My, you�re brave ",a mocha at 30am my youre brave
0,brokenawake,@betheboy I LOVE Seven Grand! We supply their cigars. I have absolutely no cash or credit for that matter so I can't hit it tonight. ,i love seven grand we supply their cigars i have absolutely no cash or credit for that matter so i cant hit it tonight
0,Mystitat,I really want a chocolate sundae right about now. Too bad it's nearing midnight and I've already had ice cream today. ,i really want a chocolate sundae right about now too bad its nearing midnight and ive already had ice cream today
0,GlennEMartin,"Looks like the Senate is DEADLOCKED...31 Dems, 31 Rep.  So much fun in Albany these days ",looks like the senate is deadlocked31 dems rep so much fun in albany these days
0,leerudd,total carnage out in the garden....... looks like a pigeon has been sacrificed ,total carnage out in the garden looks like a pigeon has been sacrificed
0,BrokenFairy87,Darcey is eating chicken teddies and won't let me have any  what a mean child!,darcey is eating chicken teddies and wont let me have any what a mean child
4,alzeee,@jadoon88 Thankyou ,thankyou
0,xxvikixx,is stuggling to keep the eggs down. ,is stuggling to keep the eggs down
0,AndyCorney,@vonnvonn it's gone.  the clouds have stolen it! Lol (that was the kid next to me on the train),its gone the clouds have stolen it lol that was the kid next to me on the train
4,jmarrero8,@DonRoyal28 I'm moving from Miami to LA. Talk about nerves ;( tell me what u find  I'm on the search too!,im moving from miami to la talk about nerves tell me what u find im on the search too
0,LiatTsarfati,Sitting here waiting for the class to start... Not happy at all ,sitting here waiting for the class to start not happy at all
4,GabezRosales,@weedoutofthepot tweet more.  did you read the Knowing wiki i sent you?,tweet more did you read the knowing wiki i sent you
0,Aimee1889,Now we have to wait til tomorrow for the diagnosis. My poor little bug ,now we have to wait til tomorrow for the diagnosis my poor little bug
4,Sammilovesyouu,Sitting here at Cracker Barrel. I'll only have my phone on for a little while so text me ,sitting here at cracker barrel ill only have my phone on for a little while so text me
0,DisGraceMcR,My Dad Keeps Waking Me Up At 10 Every Morning... I Can't Wait Until He Goes Back To Working In The Mornings...  xo,my dad keeps waking me up at every morning i cant wait until he goes back to working in the mornings xo
4,Capt_Harkness,@deltatwo yeah it is isn't it ,yeah it is isnt it
4,raiza0701,says ym? send your ids. .  http://plurk.com/p/vfmpt,says ym send your ids 
4,doidazzleyou,@brandizzle aw i hate that feeling - ps did you see the new mooooon trailer?? ,aw i hate that feeling   ps did you see the new mooooon trailer
4,mixmasterames,Debriefing complete. On to cocktails ,debriefing complete on to cocktails
4,NicolePaulino,200th update ,th update
4,EranYaniv,Going 2 do somthing else other than Twitting-all-day-long. Probably will soon be back... ,going do somthing else other than twitting all day long probably will soon be back
0,buddy1bird,@JoelMadden oh no does the dog die??? i havent seen it yet ,oh no does the dog die i havent seen it yet
4,denimmafia,No motivation to get up but I must if I wanna sell jeans today ,no motivation to get up but i must if i wanna sell jeans today
0,andiect,has just woke up and needs to start editing that dissertation ,has just woke up and needs to start editing that dissertation
0,Nano03,is sooo going back to work in half an hour  save meeee,is sooo going back to work in half an hour save meeee
4,sole_lover,I am so EXCITED I get my car 2morrow!!! YAY!!!     lol yay!!!,i am so excited i get my car morrow yay lol yay
4,creolesugar,"@sherraeperez You're welcome. I agree. Keep the faith! No matter what, we'll get the last laugh in the end. ",youre welcome i agree keep the faith no matter what well get the last laugh in the end
4,BrandNewT,neon pink nails now!! ,neon pink nails now
0,psychicaine,"getting frustrated that monster, careerbuilder, and hotjobs have turned into such a joke!!! ",getting frustrated that monster careerbuilder and hotjobs have turned into such a joke
0,thepinkneedle,i think i might be coming down with something ,i think i might be coming down with something
0,HMXAlakaiser,@opinionatedlady That is exactly what I had!  They weren't fully cooked and they forgot my sauce. ,that is exactly what i had they werent fully cooked and they forgot my sauce
0,JohnR101,What a gorgeous day out and I have to spend it at work until 7 PM.  ,what a gorgeous day out and i have to spend it at work until pm
0,BiancaTaylorxx,naww that movie is actually kinda sad ,naww that movie is actually kinda sad
0,KekyE,Okay I fucks with tweetdeck... Now back to my paper ,okay i fucks with tweetdeck now back to my paper
0,bogwhoppit,@TessMorris dont u like my turtle then  im just waiting for dad to send them ill get blocked now,dont u like my turtle then im just waiting for dad to send them ill get blocked now
4,neitokun,http://twitpic.com/557ur - Me and Kelci at work ,  me and kelci at work
4,felicityfuller,@mkayes good luck ,good luck
4,maddyks,@balaji_dutt nah i'm good  found this - http://tinyurl.com/c9q89n,nah im good found this  
4,kaseystever,so excited my super cute clothes from @Tulle4us came!!!  hooray!,so excited my super cute clothes from came hooray
4,JamieLeiJonas,Thats makes me sad @moriah_lynn Ill see them sometime ,thats makes me sad ill see them sometime
0,lyis,@jenscloset Good for you!  I think I'll live the rest of my life driving a mini van ,good for you i think ill live the rest of my life driving a mini van
4,alliOson,"limin with miranda  hehe just keep swimming, just keep swimming, just keep swimming swimming swimming!!!",limin with miranda hehe just keep swimming just keep swimming just keep swimming swimming swimming
4,velvetella,"@garymurning Nearly applied for Apprentice last year,but not too keen on 'fame'. Same for Loose Women ",nearly applied for apprentice last yearbut not too keen on fame same for loose women
4,unknownshortkid,is wishing a Happy 21st Birthday to his cousin @Ryanfs welcome to the club! ,is wishing a happy st birthday to his cousin welcome to the club
0,caspararemi,@edsaint Have macs at home but have to use PC at work sadly ,have macs at home but have to use pc at work sadly
4,KaylaMurphy3,"@KevinSpacey Loved you Leno, Kevin! You were hilarious ",loved you leno kevin you were hilarious
4,bdancer92,The MTV movie awards have started ,the mtv movie awards have started
0,smatheson,"@jbrauer Here, here! But reality intervenes during the process of developing the data model.  My data models != complete. #calicon09",here here but reality intervenes during the process of developing the data model my data models = complete
0,EmilMirel,@jsofreshhh I know  ... like Madonna,i know  like madonna
4,dustinschaefer,"ping pong, beers and good times in the backyard  PS-  my sister kim needs a ping pong clinic from me!! in La Quinta, CA",ping pong beers and good times in the backyard ps  my sister kim needs a ping pong clinic from me in la quinta ca
0,li_li1212,Going to LePeep for breakfast.  I feel like a crepe did I spell it right? Then to the cubs game! Wish my bf could go but he has to work ,going to lepeep for breakfast i feel like a crepe did i spell it right then to the cubs game wish my bf could go but he has to work
4,keithschilling,"@NC_SEO if i said 'yes' that would be really weird.  the correct question would b, 'was that video funny or what' - which it was ",if i said yes that would be really weird the correct question would b was that video funny or what   which it was
0,Kellynico,@unclegarbage you guys suck  hahahaha.,you guys suck hahahaha
0,Frankiefab,I've decided I like Jane Eyre. I laughed when she decided her cottage was better than the tower of pisa! Made me cry though  &lt;3,ive decided i like jane eyre i laughed when she decided her cottage was better than the tower of pisa made me cry though &lt3
0,Jentola,"@davidryancarr.  OMG, this is terrible news! This means you are all together without me ", omg this is terrible news this means you are all together without me
4,lucyluce1,home tried college tomo urgh nearly summer ,home tried college tomo urgh nearly summer
4,isilwath,"If you choke a smurf, what color does it turn? ",if you choke a smurf what color does it turn
4,SiobhanHonan,@sethsentry YAYAYAYAYAYAYAYAY!!    I am listening to Triple J. at present  ,yayayayayayayayay i am listening to triple j at present
0,milinstig666,"i cant believe i have to work on Sundays man, this is blasphemous !!!! ",i cant believe i have to work on sundays man this is blasphemous 
0,AdriMartina,"@carlamedina im sorry, what sad ",im sorry what sad
4,RacheeRoo,Off for lunch now. Have a good day everyone  xxx,off for lunch now have a good day everyone xxx
0,vaseline_,ahh i need to download adobe flashplayer but it wont let me ,ahh i need to download adobe flashplayer but it wont let me
4,kristi2403,watching my fav tv chow.. ,watching my fav tv chow
0,breatheitin,"Man I'm a lil upset, no kole...  well I didn't see her",man im a lil upset no kole well i didnt see her
4,mrjaredjames,Ever want to go on personal development vacations??  Well you finally can! Check this out and start to imagine http://bit.ly/u8X5R,ever want to go on personal development vacations well you finally can check this out and start to imagine
0,voguechic,Did I mention that all of my quiz notebooks for school are Hannah Montana? It's so said that it's gonna end... ,did i mention that all of my quiz notebooks for school are hannah montana its so said that its gonna end
0,lilyginny27,"@shanajaca *huggles* I don't see all the replies right away, and my boss is hovering today. And I'm feeling pissy about life ",*huggles* i dont see all the replies right away and my boss is hovering today and im feeling pissy about life
0,rup33,@bosta1109 i miss my car so much  ... i really miss CIVILIZATION lol help me i can't dooooo it i quit.,i miss my car so much  i really miss civilization lol help me i cant dooooo it i quit
4,swalloww,BOOMKAT! My baby's doing big thangs. He was hella tight on the radio tho ,boomkat my babys doing big thangs he was hella tight on the radio tho
0,s4in7,No megamillions ,no megamillions
4,ArtistJess,my pups are watching hotel for dogs on the tv ,my pups are watching hotel for dogs on the tv
0,nikimsanders,"ah well, back to the grind ",ah well back to the grind
0,JLes15,Cant wait till dateline tommorow with T-Swift...sadly i have to tape it cause i wont be here ,cant wait till dateline tommorow with t swiftsadly i have to tape it cause i wont be here
4,WSReader,@objectivo www.worldsoccerreader.com ,wwwworldsoccerreadercom
0,brooketomlin,@CalebPoling I like it better where my friends are ,i like it better where my friends are
0,brendyn,"@Athiinaa Lol! Awwww  Are you enjoying the FOOD O_O and all-in all, my day was great!",lol awwww are you enjoying the food o_o and all in all my day was great
4,redrobinrockn,@scottrmcgrew u r most welcome! ,u r most welcome
4,MrJCrump,why is black chiney sitting next to me....and she just bumped me ,why is black chiney sitting next to meand she just bumped me
4,floralmask,@stickycarrots Good luck ,good luck
0,Allieandra,@MrHappyTits Dead Even wont load on my dvd player ,dead even wont load on my dvd player
4,emjhoistarr,#robotpickuplines Oooops! I messed up! It's CTRL Z time! ,oooops i messed up its ctrl z time
4,Ktbug_Belle,Had a fun girls day! This was totally needed  getting my hair colored and then gonna watch the rest of valkarye,had a fun girls day this was totally needed getting my hair colored and then gonna watch the rest of valkarye
4,JackFenner,31 Followers  thanks to all!,followers thanks to all
0,blairwaldorf74,I'm worried.  my life sucks so bad.,im worried my life sucks so bad
